Sample,WMGR,"WMGR, no SAR11","WMGR, copio","WMGR, Heterotrophs",WMCN,"WMCN, no SAR11","WMCN, no CN1","WMCN, Heterotrophs",SAR11 rel. abund.,CN1 rel abund,Temperature,Phosphate,Nitrate,Chlorophylle-a,Date,Latitude,Longitude,Depth,Salinity,Oxygen,pH,Ammonia,DOC,DIC,POC,Nitrogen Dioxide,SIOH4,Day Length (hours),Nitrate/Nitrite,Silicate,Size fraction lower threshold,Size fraction upper threshold,Filter Fraction,Sample Site,Nitrite,Salinity [PSU] Lab,Oxygen.1,CO2,Chlf: CTD,Satellite_Chla_mean,Chl_A_Sat,ChlA_Sat8,Insolation,Nitrogen
10/8/12_Med,0.082840665,0.120185304,0.269615573,0.081400838,1.103380024,1.927685191,2.797529203,1.092121116,0.888561309,0.942487709,18.87,0.01,0.02,0.35,,,,,37.86,5.17,8.44,0.02,,,,0.01,0.38,11.05,,,,,,,,,,,,,,,,
10/22/12_Med,0.097982819,0.126532127,0.228926303,0.097428661,1.42477866,2.746642494,3.137382919,1.424090019,0.756802745,0.801262256,18.24,0.05,0.29,0.48,,,,,38.15,5.07,8.43,0.27,,,,0.07,1.47,10.72,,,,,,,,,,,,,,,,
11/5/12_Med,0.099173085,0.138475389,0.26400393,0.098061247,1.327618269,2.705443235,3.091673978,1.322065786,0.807898462,0.843370299,16.58,0.07,0.62,0.57,,,,,37.872,5.32,8.39,0.2,,,,0.11,2.02,10.13,,,,,,,,,,,,,,,,
11/19/12_Med,0.098780983,0.157810944,0.287204763,0.096958702,1.213798453,2.4527803,2.726529891,1.195294942,0.852834973,0.876168693,15.41,0.06,0.91,0.36,,,,,37.89,5.51,8.35,0.31,,,,0.18,2.12,9.62,,,,,,,,,,,,,,,,
11/26/12_Med,0.090219947,0.14358259,0.329614177,0.090571408,1.161375269,2.554011702,2.788811417,1.147893376,0.896155693,0.909786316,15.51,0.05,1.66,0.34,,,,,37.615,5.12,8.4,0.49,,,,0.22,3.37,9.4,,,,,,,,,,,,,,,,
12/12/12_Med,0.095407314,0.165779312,0.25689283,0.094816117,1.180198621,2.708110788,2.792906262,1.136055061,0.894504138,0.899493563,13.09,0.04,1.39,0.48,,,,,38.02,5.85,8.38,0.01,,,,0.24,2.53,9.12,,,,,,,,,,,,,,,,
1/15/13_Med,0.101291771,0.155262218,0.291529766,0.099421743,1.264438341,2.681328545,2.777611875,1.23969422,0.842720602,0.851239551,12.71,0.06,0.94,1.15,,,,,37.625,5.89,8.41,0.02,,,,0.27,1.39,9.43,,,,,,,,,,,,,,,,
2/4/13_Med,0.095290801,0.143042515,0.245196584,0.09441584,1.318078481,2.820040945,2.960515318,1.286339621,0.825235535,0.837757717,11.08,0.06,1.79,1.2,,,,,38.052,5.94,8.39,0.05,,,,0.3,1.86,10.12,,,,,,,,,,,,,,,,
3/11/13_Med,0.153192037,0.160495432,0.341447681,0.155736773,2.228443334,2.512088843,2.584944487,2.230958024,0.187585214,0.224929741,11.47,0.18,5.9,2.57,,,,,34.709,6.41,8.38,0.1,,,,0.24,9.98,11.7,,,,,,,,,,,,,,,,
3/25/13_Med,0.107408337,0.136408992,0.34080701,0.107248698,1.556711063,2.695473811,2.833472203,1.554407315,0.67164868,0.69636242,10.98,0.09,2.16,1.19,,,,,37.327,6.18,8.31,0.34,,,,0.24,0.95,12.37,,,,,,,,,,,,,,,,
4/22/13_Med,0.099436465,0.13229666,0.191017034,0.089971249,1.306115181,2.205482273,2.361841681,1.233658689,0.746064137,0.7752197,13.13,0.04,1.81,0.47,,,,,37.111,5.92,8.31,0.19,,,,0.21,3.19,13.68,,,,,,,,,,,,,,,,
5/6/13_Med,0.118543197,0.129567212,0.170645078,0.101957022,1.785636353,2.292891806,2.338302417,1.711499253,0.392341765,0.412960522,13.92,0.05,1.6,0.18,,,,,37.335,7.88,8.35,0.07,,,,0.17,3.68,14.28,,,,,,,,,,,,,,,,
5/21/13_Med,0.146876585,0.149031371,0.208617569,0.143085764,2.199046967,2.277429103,2.45829923,2.404374421,0.061359285,0.177777137,14.68,0.08,0.37,1.12,,,,,37.498,8.07,8.35,0.05,,,,0.01,0.32,14.53,,,,,,,,,,,,,,,,
6/3/13_Med,0.094183484,0.110631468,0.173026553,0.084734249,1.572887534,2.595295273,2.595295273,1.535406132,0.640889343,0.640889343,14.96,0.06,0.24,1.41,,,,,37.756,5.86,8.17,0.03,,,,0.03,1.22,15.12,,,,,,,,,,,,,,,,
6/17/13_Med,0.127798528,0.132543515,0.174055651,0.100929239,1.829515985,1.968190075,2.229937583,1.759898648,0.143230233,0.325562535,15.92,0.02,0.18,0.24,,,,,38.49,5.68,8.14,0.02,,,,0.01,0.11,15.28,,,,,,,,,,,,,,,,
7/1/13_Med,0.140483112,0.143211842,0.187054985,0.119819991,2.205709975,2.32031907,2.344970001,2.436553129,0.08680409,0.103541363,19.14,0.03,0.06,0.46,,,,,37.941,5.63,7.86,0.02,,,,0.01,0.75,15.25,,,,,,,,,,,,,,,,
7/15/13_Med,0.103101213,0.133465275,0.205576611,0.096781678,1.341144869,1.990341466,2.804802814,1.3153028,0.655528037,0.810979423,21.84,0.02,0.02,0.18,,,,,37.728,4.97,8.16,0.03,,,,0.01,0.79,14.98,,,,,,,,,,,,,,,,
7/29/13_Med,0.101866834,0.135833641,0.192496594,0.09087886,1.353036918,2.104784695,2.539866698,1.300765647,0.680447313,0.770735403,21.94,0.05,0.1,0.28,,,,,37.645,5.17,8.17,0.01,,,,0.01,0.78,14.57,,,,,,,,,,,,,,,,
8/12/13_Med,0.161176858,0.166114392,0.189509739,0.125517563,1.990452137,2.105742797,2.142715412,2.11256914,0.104265351,0.13324689,23.22,0.03,0.02,0.2,,,,,37.832,4.76,8.17,0.01,,,,0.01,1.14,14.03,,,,,,,,,,,,,,,,
8/26/13_Med,0.109677418,0.13182915,0.194567827,0.097391737,1.601577645,2.415150721,2.589706553,1.557553726,0.574902068,0.62157944,22.57,0.01,0.16,0.14,,,,,37.889,4.78,8.15,0.05,,,,0.01,0.88,13.43,,,,,,,,,,,,,,,,
9/9/13_Med,0.144387897,0.164079657,0.195685924,0.113219644,1.701248712,2.08936567,2.184122324,1.531096744,0.356277941,0.407790312,20.75,0.03,0.02,0.1,,,,,37.877,4.48,8.19,0.06,,,,0.01,1.14,12.78,,,,,,,,,,,,,,,,
9/23/13_Med,0.085174684,0.133712325,0.190074523,0.079104849,1.15183621,2.015153378,2.319915912,1.125813006,0.850430276,0.88496524,19.03,0.02,0.02,0.14,,,,,38.355,5.27,8.16,0.06,,,,0.01,1.43,12.12,,,,,,,,,,,,,,,,
10/14/13_Med,0.098542917,0.135791299,0.217016977,0.093020061,1.393145626,2.442386942,2.665400672,1.371071019,0.727434009,0.763933309,17.99,0.03,0.02,0.22,,,,,37.838,4.98,8.14,0.02,,,,0.01,0.43,11.13,,,,,,,,,,,,,,,,
10/28/13_Med,0.130516245,0.154785058,0.268675711,0.126151076,1.732515324,2.453638994,2.576602668,1.715942006,0.496081677,0.535383684,19.05,0.04,1.62,1.05,,,,,36.762,4.52,8.14,0.53,,,,0.05,0.57,10.5,,,,,,,,,,,,,,,,
11/13/13_Med,0.106694651,0.141727441,0.245790216,0.101476277,1.424664624,2.477934146,2.657743253,1.400384223,0.712663365,0.743829677,16.47,0.04,0.17,0.95,,,,,37.945,5.37,8.06,0.08,,,,0.01,1.4,9.85,,,,,,,,,,,,,,,,
11/28/13_Med,0.095401741,0.130527109,0.284845835,0.094837423,1.249305275,2.508703955,2.800433609,1.239382872,0.834755338,0.861530426,12.2,0.09,1.56,0.51,,,,,37.837,5.84,8.1,0.14,,,,0.21,3.02,9.38,,,,,,,,,,,,,,,,
12/12/13_Med,0.107350013,0.1451384,0.251018401,0.104668789,1.310276469,2.317486379,2.459249763,1.26826165,0.764493604,0.78737261,12.72,0.09,2.49,0.51,,,,,38.187,5.67,8.05,0.05,,,,0.2,2.98,9.12,,,,,,,,,,,,,,,,
1/13/14_Med,0.187123272,0.206824371,0.284569272,0.189191876,2.11469088,2.642027342,2.65964164,2.135387257,0.321149623,0.328354475,12.44,0.08,9.52,1.75,,,,,34.278,6.138,7.961,0.13,,,,0.69,10.99,9.37,,,,,,,,,,,,,,,,
2/2/14_Med,0.100470866,0.140534163,0.18291311,0.084428069,1.294835605,2.047159629,2.399098192,1.206077738,0.71844254,0.789267396,12.25,0.04,1.84,1.43,,,,,37.51,3.875,8.112,0.04,,,,0.34,2.64,10.08,,,,,,,,,,,,,,,,
2/10/14_Med,0.0927749,0.131393328,0.248101192,0.090684755,1.243227439,2.641073051,2.776662275,1.219991556,0.851787561,0.863098664,12.12,0.06,1.45,1.56,,,,,37.68,4.801,8.12,0.07,,,,0.34,1.9,10.37,,,,,,,,,,,,,,,,
2/24/14_Med,0.088290361,0.128394078,0.285857273,0.088205202,1.206960643,2.769638778,2.92699353,1.198715756,0.883049216,0.892599202,12.66,0.06,1.73,0.74,,,,,37.95,5.734,8.107,0.09,,,,0.35,2.48,11,,,,,,,,,,,,,,,,
3/24/14_Med,0.113191273,0.127277594,0.193687067,0.104001314,1.787575188,2.383855447,2.427166352,1.757467984,0.430883341,0.448154599,12.76,0.01,0.73,1.09,,,,,37.676,5.927,8.139,0.22,,,,0.15,0.28,12.33,,,,,,,,,,,,,,,,
4/7/14_Med,0.107960595,0.12814727,0.239973063,0.105722522,1.639464921,2.507646761,2.610344831,1.625751366,0.57585229,0.60290187,13.52,0.03,1.06,2.53,,,,,37.068,6.011,8.044,0.16,,,,0.14,0.46,13,,,,,,,,,,,,,,,,
4/22/14_Med,0.108840083,0.124431729,0.1547614,0.080198787,1.632273915,2.277908726,2.277908726,1.496008339,0.50522764,0.505227641,15.16,0.01,0.11,1.22,,,,,37.402,5.547,8.17,0.02,,,,0.05,0.75,13.68,,,,,,,,,,,,,,,,
5/19/14_Med,0.127266927,0.133349819,0.165415351,0.094566672,1.912639393,2.129916748,2.206953309,1.896527626,0.192295012,0.243848634,16.02,0.03,0.12,0.39,,,,,37.765,5.59,8.045,0.11,,,,0.05,0.93,14.73,,,,,,,,,,,,,,,,
6/10/14_Med,0.096349549,0.129513719,0.19571698,0.088818986,1.313850174,2.459732077,2.760421274,1.273842006,0.784994672,0.821718711,17.7,0.01,0.02,0.33,,,,,37.725,5.45,8.1,0.01,,,,0.01,0.83,15.23,,,,,,,,,,,,,,,,
6/23/14_Med,0.122013899,0.151429156,0.214470178,0.109593544,1.500769483,2.215268716,2.451475661,1.423395365,0.587935181,0.654992849,20.3,0.01,0.02,0.26,,,,,37.903,5.151,8.278,0.07,,,,0.01,0.6,15.3,,,,,,,,,,,,,,,,
7/7/14_Med,0.125399968,0.154439762,0.185681328,0.095128719,1.515752047,2.084319552,2.268063016,1.350812795,0.524354194,0.593275697,20.21,0.01,0.02,0.21,,,,,37.816,5.143,8.261,0.08,,,,0.01,1.48,15.15,,,,,,,,,,,,,,,,
7/21/14_Med,0.099288766,0.135965503,0.204561333,0.088501895,1.313253281,2.193214612,2.541007818,1.259121218,0.737471133,0.79672181,20.5,0.01,0.2,0.27,,,,,37.883,5.038,8.088,0.05,,,,0.01,2.75,14.83,,,,,,,,,,,,,,,,
8/4/14_Med,0.095115018,0.14682157,0.197295129,0.081042398,1.182224988,2.000134979,2.378033895,1.121075209,0.817799605,0.867764509,21.99,0.01,0.17,0.26,,,,,37.826,4.2231,8.112,0.02,,,,0.01,0.68,14.35,,,,,,,,,,,,,,,,
8/19/14_Med,0.12349262,0.164547178,0.199654022,0.089623442,1.370999834,2.04242631,2.156815631,1.198423618,0.644099702,0.679292167,21.55,0.01,0.02,0.23,,,,,37.893,3.609,8.156,0.01,,,,0.01,0.68,13.73,,,,,,,,,,,,,,,,
9/1/14_Med,0.089761368,0.12850037,0.213685068,0.085170583,1.17506545,2.088129283,2.587515472,1.15447175,0.839113373,0.889723626,21.67,0.01,0.03,0.15,,,,,37.9374,5.08,8.552,0.01,,,,0.08,0.54,13.17,,,,,,,,,,,,,,,,
9/15/14_Med,0.09880011,0.133801344,0.193685273,0.085407354,1.322182459,2.160078988,2.53494999,1.263851747,0.722275412,0.790102309,21.64,0.03,0.08,0.53,,,,,37.8899,5.016,8.003,0.05,,,,0.02,1.74,12.52,,,,,,,,,,,,,,,,
11/12/14_Med,0.08764872,0.139087304,0.225017432,0.084325628,1.198509966,2.560806547,2.775762018,1.184962148,0.872815778,0.888211391,18.23,0.01,0.3,0.3,,,,,38.0811,4.999,8.131,0.09,,,,0.11,1.03,9.88,,,,,,,,,,,,,,,,
11/24/14_Med,0.110716283,0.179014811,0.345696896,0.108749176,1.332564087,2.756710897,3.029766106,1.323884952,0.810689347,0.836156449,17.33,0.17,0.66,0.6,,,,,37.6689,5.32,8.147,0.44,,,,0.07,1.22,9.5,,,,,,,,,,,,,,,,
12/8/14_Med,0.104074613,0.153893382,0.289934566,0.103885881,1.261193401,2.546989134,2.813049983,1.255809671,0.831160158,0.85593701,16.15,0.04,1.37,0.33,,,,,37.5258,5.467,8.148,0.24,,,,0.31,3.64,9.17,,,,,,,,,,,,,,,,
1/5/15_Med,0.102120833,0.158808378,0.261604785,0.101359176,1.220932121,2.30015757,2.614163194,1.186574378,0.830072811,0.863129006,14.71,0.01,0.53,0.46,,,,,37.66,5.821,8.117,0.1,,,,0.28,1.81,9.2,,,,,,,,,,,,,,,,
1/8/15_Med,,,,,,,,,,,13.27,,,0.69,,,,,37.7898,5.795,8.144,0.05,,,,,,9.25,,,,,,,,,,,,,,,,
1/12/15_Med,0.099755022,0.152940206,0.266650677,0.098898821,1.22450703,2.428899652,2.695577037,1.199559886,0.842881178,0.867592551,14.29,0.01,0.58,0.46,,,,,38.0494,5.686,8.132,0.01,,,,0.24,1.67,9.33,,,,,,,,,,,,,,,,
1/15/15_Med,,,,,,,,,,,13.31,,,0.69,,,,,37.9169,5.795,8.144,0.05,,,,,,9.43,,,,,,,,,,,,,,,,
1/19/15_Med,0.114798055,0.170397546,0.316624278,0.114677052,1.493643909,3.155008,3.211162291,1.487717049,0.770931751,0.776749128,13.08,0.01,0.29,0.88,,,,,37.975,5.899,8.128,0.1,,,,0.2,1.21,9.53,,,,,,,,,,,,,,,,
1/22/15_Med,,,,,,,,,,,12.67,,,1.1,,,,,37.829,5.86,8.144,0.08,,,,,,9.63,,,,,,,,,,,,,,,,
1/27/15_Med,0.099296443,0.148119558,0.273632774,0.097956809,1.312116649,3.153704338,3.183174181,1.303683966,0.855079157,0.857035388,12.15,0.01,0.63,0.89,,,,,37.9268,6.009,8.082,0.04,,,,0.23,1.25,9.82,,,,,,,,,,,,,,,,
1/29/15_Med,,,,,,,,,,,12.38,,,1.22,,,,,37.9942,5.992,8.163,0.02,,,,,,9.87,,,,,,,,,,,,,,,,
2/2/15_Med,0.09954217,0.155754574,0.284321356,0.097765819,1.244809989,3.018042913,3.087506482,1.224819108,0.878689404,0.882726118,12.6,0.02,1.45,0.64,,,,,38.0616,5.817,8.156,0.09,,,,0.22,3.82,10.03,,,,,,,,,,,,,,,,
TARA_100_DCM_0.22-3_TARA,,,,,1.577334686,2.242744974,2.365123952,1.634040137,0.535435912,0.57708259,20.6,0.78,1.5,,4/15/11 13:10,-12.99,-95.99,57.6,35.5,216.8,,,,,,0.16,,,5.7,1.9,0.22,3,,,,,,,,,,,,
TARA_100_MES_0.22-3_TARA,,,,,1.759882757,2.428709441,2.537507529,1.764182427,0.468133453,0.505769733,13,2.68,21.1,,4/16/11 16:09,-12.93,-96.12,175.3,34.8,0.7,,,,,,0.03,,,23.9,19.6,0.22,3,,,,,,,,,,,,
TARA_100_SRF_0.22-3_TARA,,,,,1.619420606,2.1796998,2.392860878,1.693224532,0.474933703,0.555288963,25.3,0.68,4.6,,4/15/11 13:10,-12.99,-95.99,5.5,35.8,200.2,,,,,,0.14,,,6.2,1.2,0.22,3,,,,,,,,,,,,
TARA_102_DCM_0.22-3_TARA,,,,,1.549755946,2.1234435,2.261211443,1.57927386,0.510651007,0.564104854,19.6,1.86,20.3,,4/22/11 19:51,-5.27,-85.23,45.7,34.9,103.9,,,,,,1.2,,,24.4,10.5,0.22,3,,,,,,,,,,,,
TARA_102_MES_0.22-3_TARA,,,,,1.948251159,2.658050077,2.739435974,1.950150237,0.42809257,0.454851358,9.2,2.85,40,,4/22/11 14:16,-5.27,-85.22,475.6,34.7,4.4,,,,,,0.01,,,39.2,40.6,0.22,3,,,,,,,,,,,,
TARA_102_SRF_0.22-3_TARA,,,,,1.559528467,2.159507039,2.379609338,1.593286809,0.517442803,0.594429777,24.9,1,11.7,,4/21/11 20:16,-5.25,-85.16,5.5,34.7,206,,,,,,0.32,,,12.6,5,0.22,3,,,,,,,,,,,,
TARA_109_DCM_<-0.22_TARA,,,,,,,,,,,26.5,0.5,3.9,,5/13/11 0:00,2.08,-84.52,29.8,34.3,203.1,,,,,,0.11,,,4.6,3.2,,0.22,,,,,,,,,,,,
TARA_109_DCM_0.22-3_TARA,,,,,1.580558973,2.09732395,2.274441784,1.651389327,0.470932013,0.544460186,26.5,0.5,3.9,,5/13/11 0:00,2.08,-84.52,29.8,34.3,203.1,,,,,,0.11,,,4.6,3.2,0.22,3,,,,,,,,,,,,
TARA_109_MES_0.22-3_TARA,,,,,2.078613022,2.808938538,2.89806073,2.08143485,0.403731525,0.431728919,11.3,2.58,33.9,,5/13/11 19:44,2.07,-84.54,376.4,34.8,2.5,,,,,,0.02,,,35.3,36.3,0.22,3,,,,,,,,,,,,
TARA_109_SRF_<-0.22_TARA,,,,,,,,,,,27.6,0.27,1.2,,5/12/11 13:38,1.99,-84.58,5.4,33.4,198.6,,,,,,0.04,,,0.9,1.7,,0.22,,,,,,,,,,,,
TARA_109_SRF_0.22-3_TARA,,,,,1.605761998,2.120451337,2.310038074,1.662228098,0.45935894,0.5375997,27.6,0.27,1.2,,5/12/11 13:38,1.99,-84.58,5.4,33.4,198.6,,,,,,0.04,,,0.9,1.7,0.22,3,,,,,,,,,,,,
TARA_110_DCM_0.22-3_TARA,,,,,1.620423276,2.286686122,2.476983008,1.665309225,0.517813035,0.579938786,21.8,0.93,10.9,,5/21/11 23:21,-1.84,-84.63,48.7,35.1,144.6,,,,,,0.41,,,10.7,6,0.22,3,,,,,,,,,,,,
TARA_110_MES_0.22-3_TARA,,,,,1.71103545,2.359597347,2.497197358,1.734465685,0.47702498,0.52508903,10.3,2.8,34.6,,5/22/11 17:56,-1.87,-84.62,376.9,34.8,1.3,,,,,,0,,,38.1,35,0.22,3,,,,,,,,,,,,
TARA_110_SRF_0.22-3_TARA,,,,,1.566284297,2.184876683,2.408622037,1.611407872,0.522073221,0.597987053,23.9,0.75,6.7,,5/21/11 12:37,-2.01,-84.59,5.5,35,190.8,,,,,,0.31,,,8.2,3.9,0.22,3,,,,,,,,,,,,
TARA_111_DCM_0.22-3_TARA,,,,,1.430263086,1.98143669,2.086054975,1.467608838,0.561598735,0.603829368,19.9,0.44,1.4,,5/31/11 21:23,-16.96,-100.7,89,35.7,211.5,,,,,,0.2,,,0.93,0.9,0.22,3,,,,,,,,,,,,
TARA_111_MES_0.22-3_TARA,,,,,1.819442094,2.44225181,2.514122612,1.820300547,0.431831468,0.458800702,10.9,2.73,30.4,,6/1/11 18:24,-16.96,-100.66,347.1,34.7,3.2,,,,,,0.01,,,34.61,26,0.22,3,,,,,,,,,,,,
TARA_111_SRF_0.22-3_TARA,,,,,1.497348859,2.056574152,2.264870394,1.548104254,0.529281633,0.606798561,22.8,0.5,2.6,,5/31/11 14:12,-16.96,-100.63,5.9,36,208.9,,,,,,0.04,,,2.68,1,0.22,3,,,,,,,,,,,,
TARA_112_DCM_0.22-3_TARA,,,,,1.433007412,1.819353387,1.895755863,1.50932222,0.47152545,0.516601085,22.3,0.11,0.5,,6/15/11 2:29,-23.19,-129.54,153.5,35.9,207.1,,,,,,0,,,0.02,0.7,0.22,3,,,,,,,,,,,,
TARA_112_MES_0.22-3_TARA,,,,,1.83783522,2.341000927,2.423318808,1.840488615,0.375216525,0.411350982,5.8,2.15,29.2,,6/15/11 22:14,-23.2,-129.64,689.3,34.3,199.2,,,,,,0.01,,,31.46,20.6,0.22,3,,,,,,,,,,,,
TARA_112_SRF_0.22-3_TARA,,,,,1.390722714,1.83196374,1.948413157,1.464146636,0.530360885,0.588024785,24.2,0.14,-0.9,,6/14/11 16:54,-23.28,-129.4,5.4,36.5,202.2,,,,,,0.01,,,0.03,0.8,0.22,3,,,,,,,,,,,,
TARA_122_DCM_0.1-0.22_TARA,,,,,,,,,,,24.7,0.59,2.3,,7/28/11 19:36,-8.98,-139.2,113.3,36.1,179.9,,,,,,0.1,,,2.8,1.8,0.1,0.22,,,,,,,,,,,,
TARA_122_DCM_0.22-0.45_TARA,,,,,,,,,,,24.7,0.59,2.3,,7/28/11 19:36,-8.98,-139.2,113.3,36.1,179.9,,,,,,0.1,,,2.8,1.8,0.22,0.45,,,,,,,,,,,,
TARA_122_DCM_0.22-3_TARA,,,,,1.733420547,2.484153818,2.611389074,1.800320796,0.505832524,0.54485198,24.7,0.59,2.3,,7/28/11 19:36,-8.98,-139.2,113.3,36.1,179.9,,,,,,0.1,,,2.8,1.8,0.22,3,,,,,,,,,,,,
TARA_122_DCM_0.45-0.8_TARA,,,,,,,,,,,24.7,0.59,2.3,,7/28/11 19:36,-8.98,-139.2,113.3,36.1,179.9,,,,,,0.1,,,2.8,1.8,0.45,0.8,,,,,,,,,,,,
TARA_122_MES_0.1-0.22_TARA,,,,,,,,,,,7.2,2.43,42.5,,7/27/11 23:48,-8.99,-139.23,594.6,34.6,38.1,,,,,,0.02,,,34.63,22.49,0.1,0.22,,,,,,,,,,,,
TARA_122_MES_0.22-0.45_TARA,,,,,,,,,,,7.2,2.43,42.5,,7/27/11 23:48,-8.99,-139.23,594.6,34.6,38.1,,,,,,0.02,,,34.63,22.49,0.22,0.45,,,,,,,,,,,,
TARA_122_MES_0.22-3_TARA,,,,,1.769467302,2.238702989,2.31121924,1.796065024,0.378812105,0.413166557,7.2,2.43,42.5,,7/27/11 23:48,-8.99,-139.23,594.6,34.6,38.1,,,,,,0.02,,,34.63,22.49,0.22,3,,,,,,,,,,,,
TARA_122_MES_0.45-0.8_TARA,,,,,,,,,,,7.2,2.43,42.5,,7/27/11 23:48,-8.99,-139.23,594.6,34.6,38.1,,,,,,0.02,,,34.63,22.49,0.45,0.8,,,,,,,,,,,,
TARA_122_SRF_0.1-0.22_TARA,,,,,,,,,,,26.5,0.57,4,,7/26/11 17:34,-8.99,-139.21,5.9,35.4,186.2,,,,,,0.12,,,5.46,2.19,0.1,0.22,,,,,,,,,,,,
TARA_122_SRF_0.22-0.45_TARA,,,,,,,,,,,26.5,0.57,4,,7/26/11 17:34,-8.99,-139.21,5.9,35.4,186.2,,,,,,0.12,,,5.46,2.19,0.22,0.45,,,,,,,,,,,,
TARA_122_SRF_0.22-3_TARA,,,,,1.46967017,1.966402783,2.128061447,1.533359277,0.514001637,0.583648416,26.5,0.57,4,,7/26/11 17:34,-8.99,-139.21,5.9,35.4,186.2,,,,,,0.12,,,5.46,2.19,0.22,3,,,,,,,,,,,,
TARA_122_SRF_0.45-0.8_TARA,,,,,,,,,,,26.5,0.57,4,,7/26/11 17:34,-8.99,-139.21,5.9,35.4,186.2,,,,,,0.12,,,5.46,2.19,0.45,0.8,,,,,,,,,,,,
TARA_123_SRF_0.22-0.45_TARA,,,,,,,,,,,26.6,0.53,3.9,,7/31/11 17:24,-8.91,-140.28,5.5,35.4,189.8,,,,,,0.14,,,4.9,2.22,0.22,0.45,,,,,,,,,,,,
TARA_123_SRF_0.22-3_TARA,,,,,1.607861871,2.183321357,2.482881772,1.603157477,0.486308713,0.590080691,26.6,0.53,3.9,,7/31/11 17:24,-8.91,-140.28,5.5,35.4,189.8,,,,,,0.14,,,4.9,2.22,0.22,3,,,,,,,,,,,,
TARA_123_SRF_0.45-0.8_TARA,,,,,,,,,,,26.6,0.53,3.9,,7/31/11 17:24,-8.91,-140.28,5.5,35.4,189.8,,,,,,0.14,,,4.9,2.22,0.45,0.8,,,,,,,,,,,,
TARA_123_MIX_0.1-0.22_TARA,,,,,,,,,,,22.1,0.66,5,,8/1/11 20:13,-8.9,-140.29,148,35.9,161.3,,,,,,1.47,,,5.43,1.19,0.1,0.22,,,,,,,,,,,,
TARA_123_MIX_0.22-0.45_TARA,,,,,,,,,,,22.1,0.66,5,,8/1/11 20:13,-8.9,-140.29,148,35.9,161.3,,,,,,1.47,,,5.43,1.19,0.22,0.45,,,,,,,,,,,,
TARA_123_MIX_0.22-3_TARA,,,,,1.592447546,2.245597393,2.38154708,1.605848637,0.524366742,0.571170933,22.1,0.66,5,,8/1/11 20:13,-8.9,-140.29,148,35.9,161.3,,,,,,1.47,,,5.43,1.19,0.22,3,,,,,,,,,,,,
TARA_123_MIX_0.45-0.8_TARA,,,,,,,,,,,22.1,0.66,5,,8/1/11 20:13,-8.9,-140.29,148,35.9,161.3,,,,,,1.47,,,5.43,1.19,0.45,0.8,,,,,,,,,,,,
TARA_124_SRF_0.1-0.22_TARA,,,,,,,,,,,26.5,0.63,5.1,,8/5/11 0:27,-9.11,-140.58,9.9,35.4,190.7,,,,,,0.16,,,6.18,2.52,0.1,0.22,,,,,,,,,,,,
TARA_124_SRF_0.22-0.45_TARA,,,,,,,,,,,26.5,0.63,5.1,,8/5/11 0:27,-9.11,-140.58,9.9,35.4,190.7,,,,,,0.16,,,6.18,2.52,0.22,0.45,,,,,,,,,,,,
TARA_124_SRF_0.22-3_TARA,,,,,1.528238264,2.03585597,2.171282352,1.56814281,0.49004661,0.549008604,26.5,0.63,5.1,,8/5/11 0:27,-9.11,-140.58,9.9,35.4,190.7,,,,,,0.16,,,6.18,2.52,0.22,3,,,,,,,,,,,,
TARA_124_SRF_0.45-0.8_TARA,,,,,,,,,,,26.5,0.63,5.1,,8/5/11 0:27,-9.11,-140.58,9.9,35.4,190.7,,,,,,0.16,,,6.18,2.52,0.45,0.8,,,,,,,,,,,,
TARA_124_MIX_0.1-0.22_TARA,,,,,,,,,,,25.2,0.49,4.5,,8/5/11 19:30,-9.07,-140.62,118.3,35.8,175.9,,,,,,0.35,,,1.21,1.47,0.1,0.22,,,,,,,,,,,,
TARA_124_MIX_0.22-0.45_TARA,,,,,,,,,,,25.2,0.49,4.5,,8/5/11 19:30,-9.07,-140.62,118.3,35.8,175.9,,,,,,0.35,,,1.21,1.47,0.22,0.45,,,,,,,,,,,,
TARA_124_MIX_0.22-3_TARA,,,,,1.640975771,2.28198871,2.462219119,1.656634666,0.500014496,0.561641779,25.2,0.49,4.5,,8/5/11 19:30,-9.07,-140.62,118.3,35.8,175.9,,,,,,0.35,,,1.21,1.47,0.22,3,,,,,,,,,,,,
TARA_124_MIX_0.45-0.8_TARA,,,,,,,,,,,25.2,0.49,4.5,,8/5/11 19:30,-9.07,-140.62,118.3,35.8,175.9,,,,,,0.35,,,1.21,1.47,0.45,0.8,,,,,,,,,,,,
TARA_125_SRF_0.1-0.22_TARA,,,,,,,,,,,26.8,0.56,5,,8/8/11 17:38,-8.91,-142.56,5.5,35.4,187.3,,,,,,0.19,,,3.73,1.8,0.1,0.22,,,,,,,,,,,,
TARA_125_SRF_0.22-0.45_TARA,,,,,,,,,,,26.8,0.56,5,,8/8/11 17:38,-8.91,-142.56,5.5,35.4,187.3,,,,,,0.19,,,3.73,1.8,0.22,0.45,,,,,,,,,,,,
TARA_125_SRF_0.22-3_TARA,,,,,1.442905738,2.062215268,2.253975104,1.464398657,0.583035801,0.646798619,26.8,0.56,5,,8/8/11 17:38,-8.91,-142.56,5.5,35.4,187.3,,,,,,0.19,,,3.73,1.8,0.22,3,,,,,,,,,,,,
