Sample,WMGR,"WMGR, no SAR11","WMGR, copio","WMGR, Heterotrophs",WMCN,"WMCN, no SAR11","WMCN, no CN1","WMCN, Heterotrophs",SAR11 rel. abund.,CN1 rel abund,Temperature,Phosphate,Nitrate,Chlorophylle-a,Date,Latitude,Longitude,Depth,Salinity,Oxygen,pH,Ammonia,DOC,DIC,POC,Nitrogen Dioxide,SIOH4,Day Length (hours),Nitrate/Nitrite,Silicate,Size fraction lower threshold,Size fraction upper threshold,Filter Fraction,Sample Site,Nitrite,Salinity [PSU] Lab,Oxygen.1,CO2,Chlf: CTD,Satellite_Chla_mean,Chl_A_Sat,ChlA_Sat8,Insolation,Nitrogen
ERR1103164_AOT,,,,,2.032045429,2.19298794,2.399975785,2.057116515,0.134907073,0.262811943,27.3653,,,,,-18.6455,-33.7298,60,37.3905,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103165_AOT,,,,,2.061170554,2.218006983,2.449233694,2.085200236,0.128764803,0.267771265,24.4367,,,,,-18.6455,-33.7298,100,37.2117,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103166_AOT,,,,,2.029900347,2.204738133,2.659290607,2.030219221,0.145125136,0.379312857,19.9102,,,,,-18.6455,-33.7298,200,36.369,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103167_AOT,,,,,1.874585666,2.13387055,2.369853189,1.845295623,0.228672386,0.361547885,26.8872,,,,,-15.5217,-31.8615,20,37.2398,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103168_AOT,,,,,1.828405978,2.107330374,2.293007098,1.773069587,0.25188905,0.359318306,26.7653,,,,,-15.5217,-31.8615,40,37.2286,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103169_AOT,,,,,1.873847172,2.153796072,2.271271799,1.830818649,0.242632911,0.312619714,26.7423,,,,,-15.5217,-31.8615,60,37.2383,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103170_AOT,,,,,2.090504364,2.273453868,2.411264792,2.147248188,0.143664022,0.227285787,24.7379,,,,,-15.5217,-31.8615,100,37.1558,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103171_AOT,,,,,2.081387755,2.204844098,2.333772153,2.138760153,0.102466654,0.189226021,23.1666,,,,,-15.5217,-31.8615,150,36.9895,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103172_AOT,,,,,2.238502781,2.340927271,2.671904339,2.253944155,0.07638333,0.25922629,19.607,,,,,-15.5217,-31.8615,200,36.2963,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103173_AOT,,,,,1.891739887,2.088530146,2.432442633,1.86747425,0.180785309,0.37746904,27.2742,,,,,-11.8977,-29.7515,20,37.0136,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103174_AOT,,,,,2.268468803,2.571404224,2.652093489,2.40417234,0.192780073,0.232205192,27.1347,,,,,-11.8977,-29.7515,60,37.0682,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103175_AOT,,,,,2.210145888,2.37807529,2.50777772,2.322361495,0.12185793,0.197397685,24.4276,,,,,-11.8977,-29.7515,100,37.1049,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103176_AOT,,,,,2.10935759,2.22511393,2.320087123,2.180218819,0.094486184,0.159633049,21.5887,,,,,-11.8977,-29.7515,140,36.6626,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103177_AOT,,,,,1.922552514,2.178344774,2.454307068,1.914682711,0.217077603,0.365641181,16.4964,,,,,-11.8977,-29.7515,200,35.7506,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103178_AOT,,,,,1.848139877,1.991923373,2.380749559,1.796783652,0.144954237,0.385739527,28.0165,,,,,-8.2145,-27.9922,20,36.2853,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103179_AOT,,,,,1.803757469,1.958126141,2.333545737,1.733020932,0.161115187,0.397277914,27.8612,,,,,-8.2145,-27.9922,60,36.5561,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103180_AOT,,,,,1.96406398,2.064134074,2.21841698,1.936789932,0.09403899,0.20875694,25.4264,,,,,-8.2145,-27.9922,90,36.9867,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103181_AOT,,,,,2.2861473,2.594293439,2.712165887,2.388861121,0.193280692,0.248818523,23.2089,,,,,-8.2145,-27.9922,120,36.8801,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103182_AOT,,,,,2.305720366,2.621631175,2.840883566,2.346525894,0.194810518,0.290709967,15.1564,,,,,-8.2145,-27.9922,200,35.5809,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103183_AOT,,,,,1.703709381,1.805844942,2.422494371,1.611015493,0.126743441,0.505299005,28.0082,,,,,-5.0972,-26.639,20,35.9697,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103184_AOT,,,,,1.749576924,1.87786622,2.423735422,1.671000784,0.146137639,0.47351389,27.9997,,,,,-5.0972,-26.639,60,35.9739,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103185_AOT,,,,,2.056834454,2.326799877,2.483157036,2.070619163,0.203471094,0.287442646,22.8323,,,,,-5.0972,-26.639,95,36.2681,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103186_AOT,,,,,1.880604774,2.414000893,2.719730485,1.879186681,0.37722474,0.487940243,11.3401,,,,,-5.0972,-26.639,200,35.0866,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103187_AOT,,,,,1.869403406,2.114699707,2.419142881,1.82093369,0.220055948,0.387374297,27.8306,,,,,-1.4865,-25.318,20,35.9767,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103188_AOT,,,,,1.844798228,1.93699708,2.363519499,1.775289704,0.098398228,0.380428202,26.6751,,,,,-1.4865,-25.318,40,36.3967,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103189_AOT,,,,,2.084773657,2.238072093,2.367330692,2.142065304,0.123820282,0.206648645,23.4864,,,,,-1.4865,-25.318,65,36.3183,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103190_AOT,,,,,2.172334485,2.36291117,2.477235486,2.231130048,0.139830599,0.206399727,14.8372,,,,,-1.4865,-25.318,100,35.5089,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103191_AOT,,,,,1.892017194,2.038287635,2.460222095,1.85687762,0.140876609,0.389122246,26.9168,,,,,6.059,-23.4817,20,35.7478,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103192_AOT,,,,,2.000447075,2.356990866,2.501941989,1.99635375,0.262745903,0.333897659,21.1138,,,,,6.059,-23.4817,37,35.9389,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103193_AOT,,,,,2.915140223,3.042423545,3.072865243,3.017881914,0.062319748,0.076090339,16.8352,,,,,6.059,-23.4817,60,35.7134,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103194_AOT,,,,,1.925187016,2.274626138,2.620033367,1.924692137,0.274150288,0.428908667,16.0261,,,,,6.059,-23.4817,100,35.6532,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103195_AOT,,,,,2.064398953,2.336564941,2.664875012,2.064182843,0.203630949,0.360673357,13.7297,,,,,6.059,-23.4817,200,35.3806,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103196_AOT,,,,,2.12881942,2.283548611,2.519237528,2.179967504,0.120547979,0.256982928,25.5311,,,,,9.4075,-22.7722,20,36.0062,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103197_AOT,,,,,2.377155861,2.487894526,2.586713334,2.505573351,0.074426422,0.132070153,25.2845,,,,,9.4075,-22.7722,40,35.9901,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103198_AOT,,,,,2.1572619,2.423749185,2.610344149,2.167150947,0.187172915,0.281357404,14.3409,,,,,9.4075,-22.7722,100,35.4633,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103199_AOT,,,,,2.406669823,2.507774286,2.628583709,2.408525854,0.067055437,0.136261885,12.079,,,,,9.4075,-22.7722,200,35.1908,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103200_AOT,,,,,2.529206213,2.673677145,2.734116984,2.583960459,0.086319475,0.11816433,22.8632,,,,,12.5898,-22.1955,25,35.7762,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103201_AOT,,,,,2.141243161,2.293830289,2.400509275,2.205218555,0.117934422,0.185122739,18.0026,,,,,12.5898,-22.1955,40,35.6703,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103202_AOT,,,,,1.956318934,2.255563167,2.547559989,1.955959976,0.23833467,0.382047261,16.1684,,,,,12.5898,-22.1955,60,35.6293,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103203_AOT,,,,,2.177673826,2.381278322,2.60236166,2.179024327,0.147402948,0.265038689,14.8,,,,,12.5898,-22.1955,100,35.5119,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103204_AOT,,,,,2.523305338,2.570685423,2.712186827,2.527516069,0.030165228,0.110315934,12.5921,,,,,12.5898,-22.1955,200,35.2964,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103205_AOT,,,,,2.443274853,2.672261007,2.738624925,2.513600157,0.136932066,0.169875669,21.4192,,,,,16.9043,-21.5685,20,36.2059,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103206_AOT,,,,,2.707520519,2.79004733,2.857565313,2.747408357,0.046103144,0.080774976,21.3717,,,,,16.9043,-21.5685,40,36.2138,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103207_AOT,,,,,2.830029199,3.083412944,3.1531735,2.988577981,0.12161955,0.150078153,20.4834,,,,,16.9043,-21.5685,60,36.2559,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103208_AOT,,,,,2.173940383,2.350223173,2.512436485,2.201944619,0.130558261,0.223808474,15.65,,,,,16.9043,-21.5685,100,35.74,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103209_AOT,,,,,2.324827863,2.402386168,2.524351033,2.326719024,0.055304528,0.130890566,13.76,,,,,16.9043,-21.5685,200,35.64,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103210_AOT,,,,,2.313243589,2.586114404,2.652579462,2.383201076,0.172037284,0.205337099,20.7737,,,,,20.7047,-21.17,20,36.8149,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103211_AOT,,,,,2.421685405,2.599493249,2.701958693,2.504136174,0.111165111,0.164676904,20.7655,,,,,20.7047,-21.17,40,36.8143,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103212_AOT,,,,,2.343686002,2.555407638,2.684501107,2.403206515,0.13611971,0.202324061,20.7552,,,,,20.7047,-21.17,60,36.814,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103213_AOT,,,,,2.342619313,2.597454107,2.847345111,2.354537774,0.159525581,0.273216843,19.5214,,,,,20.7047,-21.17,80,36.7387,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103214_AOT,,,,,2.150687513,2.234189523,2.708768879,2.151552197,0.067657365,0.326598508,19.3643,,,,,20.7047,-21.17,100,36.7557,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103215_AOT,,,,,2.33576775,2.476747296,2.640617087,2.341567956,0.095466263,0.185813826,17.0189,,,,,20.7047,-21.17,200,36.3069,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103216_AOT,,,,,2.308356264,2.46306205,2.506972101,2.414585168,0.105741097,0.131797953,19.6505,,,,,24.3958,-19.8675,20,36.6113,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103217_AOT,,,,,2.284104146,2.436667976,2.489866955,2.413765508,0.106192824,0.138108177,19.6181,,,,,24.3958,-19.8675,40,36.6461,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103218_AOT,,,,,2.223753583,2.391762383,2.529683761,2.266537247,0.120716584,0.199995702,19.6339,,,,,24.3958,-19.8675,60,36.7825,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103219_AOT,,,,,1.995200281,2.170061509,2.593787068,1.995226666,0.149446184,0.375575131,18.9727,,,,,24.3958,-19.8675,100,36.8316,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103220_AOT,,,,,2.005059513,2.165506291,2.352639562,2.005146362,0.13766273,0.256964279,16.9663,,,,,24.3958,-19.8675,200,36.3932,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103221_AOT,,,,,2.091561109,2.339560723,2.38359957,2.14255637,0.185135029,0.211071518,19.8147,,,,,26.3482,-17.312,20,36.8864,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103222_AOT,,,,,2.179183796,2.352974634,2.476042402,2.230171318,0.128450921,0.201117939,18.8055,,,,,26.3482,-17.312,70,36.8055,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103223_AOT,,,,,2.162229915,2.303381843,2.520262358,2.181580085,0.108296682,0.235507011,18.5791,,,,,26.3482,-17.312,100,36.817,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103224_AOT,,,,,2.13414489,2.227260796,2.518567752,2.134449873,0.075872957,0.253148312,17.3808,,,,,26.3482,-17.312,200,36.5829,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103225_AOT,,,,,2.072353283,2.344434702,2.388172502,2.097534987,0.202376076,0.227507186,17.9629,,,,,35.2387,-12.8973,20,36.5965,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103226_AOT,,,,,2.128661002,2.384837744,2.44044523,2.178152197,0.184986828,0.216449901,17.7136,,,,,35.2387,-12.8973,40,36.5965,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103227_AOT,,,,,2.036625559,2.244424333,2.349508802,2.041814459,0.166983856,0.231849724,17.5229,,,,,35.2387,-12.8973,55,36.5745,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103228_AOT,,,,,1.942811774,2.116148022,2.51058625,1.936216055,0.15529862,0.375863659,16.6938,,,,,35.2387,-12.8973,100,36.4127,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103229_AOT,,,,,1.904003526,2.195097569,2.606061765,1.903447002,0.243573454,0.437130286,14.5742,,,,,35.2387,-12.8973,200,36.0059,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103230_AOT,,,,,2.286351133,2.652740352,2.697670757,2.306289954,0.221685892,0.242284685,16.3227,,,,,38.745,-12.6088,20,36.3022,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103231_AOT,,,,,2.425039772,2.595986262,2.625187737,2.434433797,0.107110252,0.123153751,16.0821,,,,,38.745,-12.6088,44,36.3946,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103232_AOT,,,,,2.303983433,2.420140519,2.488151461,2.307704035,0.081792671,0.123756239,16.0203,,,,,38.745,-12.6088,60,36.388,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103233_AOT,,,,,2.090299345,2.41028977,2.610906053,2.09059921,0.226896934,0.323176331,15.4726,,,,,38.745,-12.6088,100,36.3033,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103234_AOT,,,,,2.102009466,2.272859512,2.567960284,2.10221992,0.134225375,0.297170038,14.793,,,,,38.745,-12.6088,200,36.1697,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103235_AOT,,,,,2.321459365,2.437225408,2.458452078,2.415283596,0.080548286,0.093930212,13.7473,,,,,43.0423,-10.935,20,35.7863,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103236_AOT,,,,,2.43904872,2.531847806,2.555925733,2.540389843,0.060579834,0.075117347,13.6847,,,,,43.0423,-10.935,40,35.7866,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103237_AOT,,,,,2.298664135,2.441285489,2.522958817,2.318362688,0.09895427,0.147275605,12.8448,,,,,43.0423,-10.935,60,35.7579,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103238_AOT,,,,,2.18435777,2.486122381,2.631539693,2.186854899,0.203055021,0.274085837,12.8585,,,,,43.0423,-10.935,100,35.8014,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103239_AOT,,,,,2.621157088,2.682534437,2.86860121,2.624102287,0.036479104,0.132422114,12.2685,,,,,43.0423,-10.935,200,35.7122,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103240_AOT,,,,,2.318496328,2.634165212,2.70006405,2.323046333,0.193168281,0.224443145,12.582,,,,,47.0438,-8.0905,20,35.6486,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103241_AOT,,,,,2.414690852,2.616366999,2.667414554,2.417365248,0.12477126,0.151566208,12.4765,,,,,47.0438,-8.0905,40,35.6494,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103242_AOT,,,,,2.337985861,2.481788804,2.56284731,2.340433099,0.097046854,0.143879346,11.9942,,,,,47.0438,-8.0905,60,35.6758,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103243_AOT,,,,,2.272957794,2.4006557,2.507006778,2.273884106,0.09117009,0.155307188,11.9942,,,,,47.0438,-8.0905,100,35.6787,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103244_AOT,,,,,2.321495977,2.474422621,2.632848,2.323279524,0.103719681,0.190680347,11.8041,,,,,47.0438,-8.0905,200,35.6533,,,,,,,,,,,,,,b,,,,,,,,,,,
ERR1103245_AOT,,,,,2.157655498,2.223953489,2.345842284,2.167161331,0.054167084,0.13982826,8.1406,,,,,-51.0557,-66.4633,20,33.0005,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103246_AOT,,,,,2.096341058,2.16375605,2.298608752,2.099364861,0.0579288,0.155757224,8.1243,,,,,-51.0557,-66.4633,40,33.0021,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103247_AOT,,,,,2.165687053,2.235405304,2.374721216,2.174974339,0.056433504,0.152055675,8.0777,,,,,-51.0557,-66.4633,60,33.0078,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103248_AOT,,,,,2.199473714,2.228530923,2.341007668,2.21113735,0.023651997,0.105542986,8.0737,,,,,-51.0557,-66.4633,100,33.0087,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103249_AOT,,,,,2.113016673,2.283975378,2.358721839,2.121048114,0.133147962,0.180835517,10.3461,,,,,-47.9412,-61.9227,20,33.4922,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103250_AOT,,,,,2.165823386,2.27149983,2.38294131,2.175807937,0.083111646,0.156997208,9.7624,,,,,-47.9412,-61.9227,40,33.5756,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103251_AOT,,,,,2.082946633,2.147735958,2.351285634,2.083595196,0.056449677,0.198580518,8.2321,,,,,-47.9412,-61.9227,60,33.5577,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103252_AOT,,,,,2.121424366,2.15344024,2.375806056,2.12164902,0.027756856,0.184896475,6.1671,,,,,-47.9412,-61.9227,100,33.6264,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103253_AOT,,,,,2.092355375,2.161735777,2.240122226,2.096620751,0.059721327,0.119155071,11.5468,,,,,-45.0943,-58.1635,20,34.0542,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103254_AOT,,,,,2.092783325,2.156970383,2.201618904,2.095327672,0.055478566,0.090574124,11.0191,,,,,-45.0943,-58.1635,40,34.0192,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103255_AOT,,,,,2.208220962,2.285340825,2.34533463,2.212728363,0.059999544,0.101917891,9.8878,,,,,-45.0943,-58.1635,60,33.9984,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103256_AOT,,,,,1.928251098,1.976139581,2.136720636,1.927752838,0.049059052,0.183395578,4.5381,,,,,-45.0943,-58.1635,100,33.9945,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103257_AOT,,,,,2.428460585,2.477110878,2.583049639,2.429617068,0.032936114,0.097652689,2.6401,,,,,-45.0943,-58.1635,200,34.0522,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103258_AOT,,,,,2.267895839,2.360499371,2.500909027,2.298386028,0.068065839,0.155248042,19.4843,,,,,-39.7982,-50.577,20,35.3147,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103259_AOT,,,,,2.135080235,2.19862968,2.380464955,2.162025487,0.053018414,0.177755125,20.4096,,,,,-39.7982,-50.577,40,35.7692,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103260_AOT,,,,,2.052296411,2.088579597,2.294990873,2.054267053,0.033330761,0.187410172,20.1638,,,,,-39.7982,-50.577,60,35.7227,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103261_AOT,,,,,2.095456091,2.131097248,2.360108615,2.098830316,0.031510251,0.194581904,17.9377,,,,,-39.7982,-50.577,100,35.6648,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103262_AOT,,,,,2.492109275,2.543269531,2.810148774,2.49447366,0.033150564,0.175697989,15.6561,,,,,-39.7982,-50.577,200,35.6315,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103263_AOT,,,,,2.162571005,2.266365151,2.379558226,2.224467048,0.081962258,0.157287469,22.1354,,,,,-34.2385,-42.965,20,35.8433,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103264_AOT,,,,,2.219818684,2.306690038,2.442641239,2.292493964,0.066481991,0.154454586,22.0009,,,,,-34.2385,-42.965,40,35.8365,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103265_AOT,,,,,2.28469988,2.409799275,2.529783615,2.332265714,0.088735607,0.160208106,19.1143,,,,,-34.2385,-42.965,60,35.8635,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103266_AOT,,,,,2.124126851,2.185466293,2.298164604,2.145250525,0.051742882,0.134064473,17.8985,,,,,-34.2385,-42.965,75,35.9067,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103267_AOT,,,,,2.11416588,2.163272366,2.379380698,2.126688057,0.042214092,0.192270936,16.7723,,,,,-34.2385,-42.965,100,35.8273,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103268_AOT,,,,,2.112265623,2.148494898,2.458079241,2.112842886,0.031545003,0.237170661,15.4926,,,,,-34.2385,-42.965,200,35.6843,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103269_AOT,,,,,2.199833131,2.283485502,2.383928844,2.299078371,0.065175938,0.133023973,22.6333,,,,,-30.9992,-38.9948,20,35.7513,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103270_AOT,,,,,2.159390199,2.245692366,2.368165839,2.226633212,0.069280482,0.152595274,22.3857,,,,,-30.9992,-38.9948,40,35.6741,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103271_AOT,,,,,2.139567715,2.198500533,2.367029275,2.15958198,0.049172125,0.16639114,18.5791,,,,,-30.9992,-38.9948,70,35.9011,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103272_AOT,,,,,2.192574393,2.243109536,2.456619553,2.224133205,0.040652205,0.181272563,17.04,,,,,-30.9992,-38.9948,100,35.861,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103273_AOT,,,,,2.24057708,2.269639351,2.583912006,2.240967309,0.022890178,0.216763889,15.233,,,,,-30.9992,-38.9948,200,35.5957,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103274_AOT,,,,,2.353829739,2.399950961,2.499197021,2.431296547,0.032944884,0.096963428,25.9999,,,,,-25.9983,-39.0007,20,36.7662,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103275_AOT,,,,,2.21672635,2.343993687,2.50358235,2.28827783,0.094693404,0.190781702,25.9995,,,,,-25.9983,-39.0007,40,36.7657,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103276_AOT,,,,,2.181652778,2.290683733,2.472165769,2.238151931,0.084475347,0.197337146,25.0496,,,,,-25.9983,-39.0007,60,36.7622,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103277_AOT,,,,,2.059124114,2.106347231,2.296091844,2.086949997,0.042683811,0.182832514,22.3247,,,,,-25.9983,-39.0007,100,36.8817,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103278_AOT,,,,,2.150112935,2.180015375,2.540781927,2.155192794,0.02534072,0.253552424,19.6619,,,,,-25.9983,-39.0007,150,36.3388,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103279_AOT,,,,,2.373646988,2.433823084,2.660084627,2.374146145,0.041968983,0.172543998,17.1958,,,,,-25.9983,-39.0007,200,35.8555,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103280_AOT,,,,,2.172675623,2.269873555,2.429031356,2.202155746,0.076541426,0.179391259,26.5834,,,,,-24.7537,-38.0183,20,37.0697,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103281_AOT,,,,,2.16844478,2.273187931,2.423799923,2.208581081,0.082268413,0.17934763,26.5726,,,,,-24.7537,-38.0183,40,37.0698,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103282_AOT,,,,,2.102896849,2.177634065,2.326301299,2.167878373,0.063463871,0.168441704,25.4363,,,,,-24.7537,-38.0183,60,37.2761,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103283_AOT,,,,,1.905768171,1.951146677,2.176568382,1.87824035,0.047709262,0.230161048,23.883,,,,,-24.7537,-38.0183,100,37.1826,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103284_AOT,,,,,1.877593241,1.927776053,2.360569413,1.876598854,0.054089359,0.354980913,18.8261,,,,,-24.7537,-38.0183,200,36.1394,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103285_AOT,,,,,2.179727968,2.300340221,2.474817508,2.224396262,0.092754382,0.20008546,27.1538,,,,,-21.2293,-35.402,20,37.3155,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103286_AOT,,,,,2.167724751,2.20474163,2.484435552,2.187197463,0.03072599,0.213354363,22.9328,,,,,-21.2293,-35.402,120,37.0179,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103287_AOT,,,,,2.154677402,2.280738499,2.450059519,2.18338244,0.098428444,0.203703443,27.377,,,,,-18.6455,-33.7298,20,37.3907,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103288_AOT,,,,,2.216905531,2.279746382,2.472841204,2.252263932,0.049104144,0.173770039,27.3656,,,,,-18.6455,-33.7298,40,37.3905,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103289_AOT,,,,,2.129161262,2.205662766,2.477802563,2.1521364,0.063451826,0.235918728,27.3653,,,,,-18.6455,-33.7298,60,37.3905,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103290_AOT,,,,,1.997625034,2.029414502,2.394185117,1.997261063,0.030881115,0.284438614,24.4367,,,,,-18.6455,-33.7298,100,37.2117,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103291_AOT,,,,,2.024095881,2.081039626,2.558730277,2.023961613,0.052674984,0.342993527,19.9102,,,,,-18.6455,-33.7298,200,36.369,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103292_AOT,,,,,2.26807105,2.395795497,2.569276049,2.306309152,0.091506562,0.191938824,26.8872,,,,,-15.5217,-31.8615,20,37.2398,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103293_AOT,,,,,2.108896824,2.247259018,2.459628643,2.125012061,0.110933008,0.240288392,26.7653,,,,,-15.5217,-31.8615,40,37.2286,,,,,,,,,,,,,,c,,,,,,,,,,,
ERR1103294_AOT,,,,,2.123830967,2.252837748,2.498820581,2.145073033,0.102971658,0.250189795,26.7423,,,,,-15.5217,-31.8615,60,37.2383,,,,,,,,,,,,,,c,,,,,,,,,,,
