,Sample Site,Depth,Temperature,Salinity,Oxygen,Silicate,Nitrate/Nitrite,Nitrite,Phosphate,Salinity [PSU] Lab,Oxygen,CO2,Chlf: CTD,Date,Satellite_Chla_mean,Ammonia,Latitude,Longitude
34524,3130,199.7,7.597,34.397,264.7,5.23,18.81,0.01,1.31,34.3958,264.2,2131.6,0.03,42507,,0.049,-52.0028,-170.0688
37027,3125,498.8,5.968,34.246,265,9.8,23.03,0,1.58,34.2439,265.5,2146.6,-999,42507,,(null),-52.002417,-170.076017
37026,3120,1001.8,3.737,34.335,202.3,40.19,32.08,0,2.2,34.335,202.3,2208,-999,42507,,(null),-52.002417,-170.076017
37025,3113,1999.7,2.321,34.676,177.8,80.73,32.42,-0.01,2.25,34.6756,177.8,2253.8,-999,42507,,(null),-52.002417,-170.076017
37024,3101,4999.6,0.989,34.705,209,121.67,32.18,0,2.23,34.7054,208.4,2259.5,-999,42507,,(null),-52.002417,-170.076017
34394,3236,22.7,8.522,34.341,280.8,2.53,13.78,0.25,1.04,34.3417,280.3,2108.5,0.19,42507,,0.206,-51.49278,-170.01193
37035,3235,34.5,8.528,34.341,280.6,2.54,13.76,0.25,1.03,34.3443,280.1,-999,0.18,42507,,(null),-51.491767,-170.01745
37034,3234,62.4,8.559,34.346,280.1,2.51,13.73,0.25,1.03,34.3466,279.9,-999,0.36,42507,,(null),-51.491767,-170.01745
34525,3232,114.5,8.329,34.318,281.3,2.84,14.94,0.26,1.1,34.3176,280.1,-999,0.24,42507,,(null),-51.49278,-170.01193
37033,3225,535.9,6.118,34.269,259.3,10.37,23.14,0,1.58,34.2667,259.5,-999,-999,42507,,(null),-51.491767,-170.01745
37032,3220,1035.8,3.768,34.341,200.7,41.28,32.22,0,2.21,34.3429,199.7,-999,-999,42507,,(null),-51.491767,-170.01745
37031,3212,2086.4,2.297,34.682,178.3,82.09,32.54,0,2.25,34.683,177.7,2255.1,-999,42507,,(null),-51.491767,-170.01745
37030,3201,4805.6,0.962,34.704,209,122.44,32.31,0,2.24,34.7051,208.8,2261.6,-999,42507,,(null),-51.491767,-170.01745
34395,3336,10.7,7.921,34.271,284.9,2.79,15.47,0.26,1.14,34.2711,284.8,2111.6,0.91,42507,,0.108,-51.00052,-170.01567
37041,3334,39.4,7.939,34.274,284.4,2.74,15.5,0.26,1.14,34.2751,284.6,2112,0.42,42507,,(null),-51.002167,-170.01015
37040,3333,62.8,7.944,34.275,284.1,2.74,15.5,0.26,1.14,34.2752,284.7,-999,0.5,42507,,(null),-51.002167,-170.01015
34526,3331,133,7.564,34.307,276,4.02,17.93,0.11,1.26,34.3092,275.7,2125.4,0.18,42507,,0.085,-51.00052,-170.01567
37039,3325,464.8,6.266,34.276,264.9,8.82,22.17,0,1.52,34.2739,265.7,2145,-999,42507,,(null),-51.002167,-170.01015
37038,3320,964.7,3.897,34.321,205.3,37.14,31.78,0,2.18,34.3219,205.5,2207.2,-999,42507,,(null),-51.002167,-170.01015
37037,3313,1932.4,2.36,34.663,176.1,79.98,32.77,0,2.28,34.6629,176.1,2257,-999,42507,,(null),-51.002167,-170.01015
37036,3301,5320.8,1.025,34.704,209.3,122.02,32.23,0,2.25,34.7055,208.8,2263.8,-999,42507,,(null),-51.002167,-170.01015
34396,3436,6.3,9.398,34.332,276,1.72,12.18,0.29,0.96,34.3321,276.2,2099.6,0.81,42508,,0.281,-50.50313,-170.01602
37047,3434,48.9,9.413,34.333,275.7,1.73,12.17,0.29,0.96,34.3326,276.2,-999,0.32,42508,,(null),-50.498133,-170.000117
37046,3432,98.3,8.447,34.32,275.5,2.85,15.32,0.2,1.13,34.32,276,-999,0.06,42508,,(null),-50.498133,-170.000117
34527,3430,199.6,7.415,34.364,267.5,5.26,18.96,0.01,1.33,34.3646,268.2,-999,0.06,42508,,0.081,-50.50313,-170.01602
37045,3425,502.9,5.723,34.231,262.2,10.77,23.48,0,1.61,34.2315,263.9,-999,-999,42508,,(null),-50.498133,-170.000117
37044,3420,997,3.685,34.354,197.6,42.96,32.2,0,2.22,34.3536,197.7,-999,-999,42508,,(null),-50.498133,-170.000117
37043,3413,1998.8,2.295,34.685,178.6,81.15,32.26,0,2.24,34.6839,178.8,-999,-999,42508,,(null),-50.498133,-170.000117
37042,3401,5140.7,0.981,34.704,209.4,122.68,32.17,0,2.25,34.7039,209.2,2261.9,-999,42508,,(null),-50.498133,-170.000117
34397,3536,12.1,10.398,34.456,269.4,1.39,9.54,0.31,0.78,34.4568,269.8,2095.2,0.5,42508,,0.19,-50.00988,-169.98953
37053,3535,36.6,10.396,34.455,269.5,1.42,9.55,0.31,0.79,34.4561,269.9,2096.2,0.77,42508,,(null),-50.00695,-169.99245
37052,3533,85.8,9.012,34.31,277.2,2.53,14.64,0.27,1.08,34.3269,275.8,2110.6,0.44,42508,,(null),-50.00695,-169.99245
34528,3532,115.9,10.307,34.731,245,2.81,12.48,0.01,0.91,34.7257,245.6,2123,0.01,42508,,(null),-50.00988,-169.98953
37051,3525,536.7,6.762,34.359,240.6,10.18,22.87,0,1.56,34.3579,241.5,2150.8,-999,42508,,(null),-50.00695,-169.99245
37050,3520,1036.1,4.029,34.327,203.5,37.03,31.59,0,2.15,34.3291,203.9,2206.7,-999,42508,,(null),-50.00695,-169.99245
37049,3513,2085.3,2.321,34.68,177.7,80.63,32.49,0,2.23,34.6804,177.9,2255.4,-999,42508,,(null),-50.00695,-169.99245
37048,3501,5476.3,1.033,34.703,209.9,122.44,32.34,0,2.23,34.7053,208.5,2262.6,-999,42508,,(null),-50.00695,-169.99245
34398,3636,14.5,9.087,34.292,278.1,2.1,14.11,0.29,1.06,34.2934,278.7,2105.3,0.74,42508,,0.146,-49.4931,-170.01575
37059,3634,19.2,9.058,34.288,278,2.11,14.18,0.29,1.06,34.2877,279,-999,0.83,42508,,(null),-49.4991,-170.0165
37058,3633,63.2,9.017,34.284,278.6,2.15,14.3,0.29,1.07,34.2835,279.1,-999,0.79,42508,,(null),-49.4991,-170.0165
34529,3632,90.8,9.212,34.419,265.6,2.53,14.7,0.14,1.07,34.437,264.7,-999,0.22,42508,,0.123,-49.4931,-170.01575
37057,3625,464.5,7.247,34.395,257.2,6.87,20.14,0.01,1.4,34.3941,258.5,2139.9,-999,42508,,(null),-49.4991,-170.0165
37056,3620,965.3,4.907,34.33,209.2,27.44,29.53,0,2.01,34.3282,209.8,2187.9,-999,42508,,(null),-49.4991,-170.0165
37055,3613,1964.7,2.465,34.629,171.5,79.99,33.56,0,2.32,34.628,171.7,2258.4,-999,42508,,(null),-49.4991,-170.0165
37054,3601,5307.4,1.023,34.704,209.1,121.85,32.31,0,2.24,34.7048,208.3,2260.8,-999,42508,,(null),-49.4991,-170.0165
34399,3736,8.4,10.318,34.501,269.9,1.42,10.01,0.31,0.82,34.5009,270.6,2097.6,0.2,42509,,0.119,-48.99862,-170.00487
37065,3734,50.4,10.315,34.501,269.5,1.45,10.14,0.31,0.83,34.501,270.4,2129.5,-999,42509,,(null),-48.9954,-170.0036
37064,3733,76.6,10.264,34.499,269.4,1.51,10.49,0.32,0.85,34.4913,270.3,2097.7,0.17,42509,,(null),-48.9954,-170.0036
34530,3731,150.1,9.536,34.662,245.3,3.51,14.55,0.02,1.06,34.6528,245.9,2108.3,0.01,42509,,0.083,-48.99862,-170.00487
37063,3725,400.8,7.268,34.393,255.4,6.91,20.33,0.01,1.42,34.3918,257.1,2143.4,-999,42509,,(null),-48.9954,-170.0036
37062,3720,1000,5.001,34.331,208.4,26.87,29.42,0,2.02,34.3328,209,2186.3,-999,42509,,(null),-48.9954,-170.0036
37061,3713,1999.2,2.487,34.622,169.2,82.94,33.89,0,2.36,34.6213,168.9,2263.9,-999,42509,,(null),-48.9954,-170.0036
37060,3701,5339.6,1.026,34.704,208.9,122.01,32.38,0,2.25,34.7051,208.9,2263.2,-999,42509,,(null),-48.9954,-170.0036
34400,3836,6.7,10.632,34.54,267.5,1.37,9.04,0.27,0.76,34.5393,268.6,2094,0.36,42509,,0.143,-48.50822,-170.00367
34672,3835,35,10.575,34.531,268,1.42,9.16,0.27,0.76,34.5342,268.5,-999,0.21,42509,,(null),-48.502467,-170.000417
34671,3834,60,10.296,34.483,269.6,1.54,10.15,0.27,0.82,34.4847,270.5,-999,0.22,42509,,(null),-48.502467,-170.000417
34531,3831,164.9,9.814,34.707,245.9,3.18,13.25,0.01,0.97,34.7065,246.4,-999,0.06,42509,,0.152,-48.50822,-170.00367
34670,3825,535,7.418,34.408,255.3,6.46,19.8,0.01,1.38,34.4019,259.1,-999,-999,42509,,(null),-48.502467,-170.000417
34669,3820,1035,5.276,34.344,207.9,24.86,28.77,0,1.96,34.3436,209.5,-999,-999,42509,,(null),-48.502467,-170.000417
34668,3813,2085,2.469,34.63,170.6,81.34,33.63,0,2.33,34.6293,170.8,-999,-999,42509,,(null),-48.502467,-170.000417
34667,3801,5390,1.033,34.704,209.1,122.1,32.35,0,2.24,34.7048,208.5,2262.1,-999,42509,,(null),-48.502467,-170.000417
34401,3936,6.5,11.461,34.617,262.1,0.88,6.66,0.3,0.61,34.6177,263,2089.4,0.4,42509,,0.325,-47.98972,-169.99103
34678,3934,40,11.468,34.619,262,0.88,6.67,0.3,0.6,34.6168,263,-999,0.27,42509,,(null),-47.99455,-169.993033
34677,3933,65,11.471,34.619,262,0.88,6.67,0.3,0.61,34.6177,263.2,2090,0.33,42509,,(null),-47.99455,-169.993033
34532,3932,91.5,11.463,34.619,261.7,0.88,6.68,0.3,0.61,34.6168,263.1,2089.6,0.42,42509,,0.328,-47.98972,-169.99103
34676,3925,465,7.7,34.432,251.2,5.91,19.41,0,1.34,34.4305,253,2138,-999,42509,,(null),-47.99455,-169.993033
34675,3920,965,6.001,34.371,210.8,18.91,26.95,0,1.82,34.3724,212,2171.2,-999,42509,,(null),-47.99455,-169.993033
34674,3913,1935,2.64,34.578,169.6,76.81,33.97,0,2.34,34.5769,169.8,2257.4,-999,42509,,(null),-47.99455,-169.993033
34673,3901,5400,1.028,34.703,208.8,121.8,32.17,0,2.22,34.705,210,2263,-999,42509,,(null),-47.99455,-169.993033
34402,4036,5.1,11.677,34.621,261.4,0.86,6.43,0.3,0.6,34.62,262.5,2086.3,0.53,42509,,0.146,-47.48835,-169.98377
37071,4034,34.5,11.682,34.621,261.7,0.87,6.44,0.3,0.6,34.6196,262.4,-999,0.63,42509,,(null),-47.499267,-169.989033
37070,4033,50.7,11.684,34.621,261.6,0.87,6.45,0.3,0.6,34.6197,262.6,-999,0.55,42509,,(null),-47.499267,-169.989033
34533,4031,149.7,10.64,34.812,239,2.91,11.9,0.02,0.88,34.8048,240.1,2124.3,0.03,42509,,0.189,-47.48835,-169.98377
37069,4025,500.1,7.697,34.433,254.3,5.86,19.21,0.01,1.34,34.4234,257.3,-999,-999,42509,,(null),-47.499267,-169.989033
37068,4020,1000.7,5.888,34.342,218.5,18.19,26.68,0.01,1.81,34.3389,220.6,-999,-999,42509,,(null),-47.499267,-169.989033
37067,4013,2000.3,2.623,34.582,170.5,76.22,33.86,0,2.33,34.5813,170.9,-999,-999,42509,,(null),-47.499267,-169.989033
37066,4001,5471.2,1.044,34.704,209.1,121.94,32.12,0,2.21,34.7049,208.3,2260.3,-999,42509,,(null),-47.499267,-169.989033
34403,4136,4.4,11.464,34.669,263.1,0.98,6.22,0.32,0.6,34.6693,263.9,2097.1,0.84,42510,,0.165,-47.11502,-170.4692
37077,4135,35.2,11.398,34.668,262.8,0.96,6.22,0.32,0.61,34.6668,263.9,-999,1.36,42510,,(null),-47.112133,-170.468833
37076,4134,59.8,11.401,34.671,262.7,0.96,6.23,0.32,0.6,34.6702,263.9,2091.3,0.86,42510,,(null),-47.112133,-170.468833
34534,4132,114.2,11.295,34.712,256.4,1.34,7.52,0.25,0.66,34.7105,258.6,2099.2,0.32,42510,,(null),-47.11502,-170.4692
37075,4125,534.7,7.755,34.436,251.6,5.73,19.34,0.01,1.35,34.4338,253,2136.9,-999,42510,,(null),-47.112133,-170.468833
37074,4120,1036.7,5.263,34.34,209.2,24.54,28.82,0,1.96,34.3371,210.7,2184.4,-999,42510,,(null),-47.112133,-170.468833
37073,4113,2085.7,2.694,34.547,175.1,68.66,33.89,0.01,2.34,34.5462,175.7,2249.5,-999,42510,,(null),-47.112133,-170.468833
37072,4101,5505.2,1.047,34.704,208.7,121.66,32.2,0,2.23,34.705,208.5,2260.9,-999,42510,,(null),-47.112133,-170.468833
34404,4236,11.1,11.497,34.679,262.1,0.92,5.94,0.31,0.58,34.6794,262.9,2090.3,0.73,42510,,0.205,-46.71238,-170.91183
37083,4234,40.4,11.514,34.68,262.2,0.91,5.95,0.31,0.58,34.6793,262.9,-999,0.74,42510,,(null),-46.7187,-170.911483
37082,4233,64.2,11.519,34.681,261.5,0.91,5.95,0.32,0.58,34.6802,262.9,-999,0.72,42510,,(null),-46.7187,-170.911483
34535,4231,132.8,10.908,34.71,249.8,1.7,9.05,0.12,0.73,34.7172,251.3,2109.8,0.17,42510,,(null),-46.71238,-170.91183
37081,4225,464.2,8.415,34.518,241,4.81,18.14,0.01,1.25,34.5184,242.3,-999,-999,42510,,(null),-46.7187,-170.911483
37080,4220,964.7,6.178,34.36,217.3,15.95,26.26,0.01,1.76,34.3587,219,-999,-999,42510,,(null),-46.7187,-170.911483
37079,4213,1937.5,2.687,34.559,171,73.75,34.08,0,2.33,34.5608,171.3,-999,-999,42510,,(null),-46.7187,-170.911483
37078,4201,5386.3,1.029,34.704,208.5,121.61,32.17,0,2.21,34.7054,208.2,2260.9,-999,42510,,(null),-46.7187,-170.911483
34405,4336,3.8,11.793,34.674,261,0.76,5.45,0.29,0.55,34.6752,262.1,2088.5,0.76,42511,,0.302,-46.32965,-171.37457
37089,4335,24.7,11.797,34.674,261.1,0.74,5.44,0.29,0.55,34.6749,262,-999,0.24,42511,,(null),-46.328533,-171.373367
37088,4333,74.4,11.802,34.673,260.9,0.74,5.48,0.29,0.55,34.6741,262.1,-999,0.18,42511,,(null),-46.328533,-171.373367
34536,4331,149.9,10.958,34.824,239.4,2.35,10.81,0.02,0.81,34.8264,240.7,2120.3,0.03,42511,,0.105,-46.32965,-171.37457
37087,4325,550.6,7.629,34.42,252.4,5.85,19.32,0.01,1.35,34.4205,254.5,2136.8,-999,42511,,(null),-46.328533,-171.373367
37086,4320,999.7,5.858,34.369,208.9,20.42,27.24,0,1.86,34.3672,210.1,2172.8,-999,42511,,(null),-46.328533,-171.373367
37085,4313,2001.1,2.56,34.6,171.2,77.25,33.7,0,2.33,34.6002,171.6,2255.8,-999,42511,,(null),-46.328533,-171.373367
37084,4301,5183.6,0.999,34.703,208.2,122.01,32.4,0,2.24,34.7055,208.6,2261.4,-999,42511,,(null),-46.328533,-171.373367
34406,4436,4.8,12.421,34.653,259.7,0.46,3.9,0.28,0.44,34.6544,259.8,2078.1,0.41,42512,,0.228,-45.17728,-172.73543
37095,4435,34.1,12.421,34.724,259.5,0.46,3.93,0.28,0.45,34.7254,260,-999,0.44,42512,,(null),-45.176767,-172.73455
37094,4433,84.6,12.402,34.73,258.5,0.48,4.08,0.28,0.46,34.7326,258.9,-999,0.34,42512,,(null),-45.176767,-172.73455
34537,4432,116.4,10.713,34.799,245.7,2.04,10.26,0.02,0.78,34.8018,245.9,2117.1,0.04,42512,,0.219,-45.17728,-172.73543
37093,4425,534.8,8.191,34.489,239.3,5.04,19.03,0.01,1.31,34.4938,239.7,2139.7,-999,42512,,(null),-45.176767,-172.73455
37092,4421,937.2,6.587,34.371,224.5,12.22,24.61,0.01,1.66,34.3721,225.4,2156.2,-999,42512,,(null),-45.176767,-172.73455
37091,4412,2084.2,2.601,34.603,160.4,93.43,34.49,0.01,2.41,34.604,159.8,2274.8,-999,42512,,(null),-45.176767,-172.73455
37090,4401,4737.7,0.977,34.705,206.8,120.97,32.22,0.01,2.22,34.7068,208.3,2261.8,-999,42512,,(null),-45.176767,-172.73455
34407,4536,5.7,12.509,34.657,258.7,0.59,3.6,0.31,0.43,34.6603,258.5,2077.4,0.3,42512,,0.69,-44.83455,-173.14217
37101,4534,37.1,12.545,34.73,258.1,0.61,3.63,0.31,0.44,34.7319,258.3,2082.3,0.41,42512,,(null),-44.834983,-173.1415
37100,4532,91.2,12.531,34.733,257.3,0.59,3.67,0.32,0.44,34.7345,257.8,2081.9,0.3,42512,,(null),-44.834983,-173.1415
34538,4531,111.9,11.578,34.77,244.5,1.59,8.37,0.07,0.68,34.7759,244.5,2106.1,0.06,42512,,(null),-44.83455,-173.14217
37099,4523,484.4,8.481,34.526,240.7,4.81,17.87,0.01,1.24,34.5271,241.1,2136,-999,42512,,(null),-44.834983,-173.1415
37098,4517,1062.5,5.51,34.347,209.3,22.22,27.95,0,1.9,34.3483,209.5,2176.7,-999,42512,,(null),-44.834983,-173.1415
37097,4509,1931.1,2.71,34.586,160.2,90.98,34.36,0,2.4,34.5868,159.7,2273.9,-999,42512,,(null),-44.834983,-173.1415
37096,4501,3874.4,1.164,34.716,202.5,113.13,31.85,0,2.19,34.7174,204.2,2259.1,-999,42512,,(null),-44.834983,-173.1415
34408,4636,6.1,12.638,34.707,257.7,0.37,3.39,0.31,0.41,34.7109,257.7,-999,0.41,42512,,0.594,-44.51858,-173.50195
37107,4634,25.7,12.675,34.734,257.6,0.37,3.43,0.31,0.41,34.7384,257.8,-999,0.27,42512,,(null),-44.522333,-173.502283
37106,4632,73.2,12.643,34.737,257.2,0.38,3.53,0.31,0.42,34.7382,257.6,-999,0.25,42512,,(null),-44.522333,-173.502283
34539,4631,101.1,12.551,34.726,257.3,0.45,3.93,0.32,0.44,34.7266,257.3,2086.2,0.13,42512,,(null),-44.51858,-173.50195
37105,4622,500.7,8.182,34.485,242.8,5,18.89,0.01,1.28,34.4833,242.9,2139.1,-999,42512,,(null),-44.522333,-173.502283
37104,4617,1001,5.771,34.354,211.3,19.73,27.47,0,1.84,34.3564,211.7,2174.8,-999,42512,,(null),-44.522333,-173.502283
37103,4610,1999.4,2.498,34.619,160.6,95.21,34.48,0.01,2.37,34.6193,159.8,2279,-999,42512,,(null),-44.522333,-173.502283
37102,4601,3446.8,1.319,34.723,200.1,107.87,31.79,0,2.15,34.7247,201.1,2258.1,-999,42512,,(null),-44.522333,-173.502283
34409,4736,1.3,12.373,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.47,42513,,0.437,-44.32702,-173.7483
37113,4734,61.4,12.425,34.702,265.4,0.54,4.01,0.34,0.45,34.7027,259.2,-999,0.81,42512,,(null),-44.328417,-173.74595
37112,4733,82.6,12.422,34.703,264.8,0.56,4.04,0.34,0.45,34.7046,258.9,-999,0.59,42512,,(null),-44.328417,-173.74595
34540,4732,110.1,12.496,34.693,258.1,0.58,4.23,0.33,0.46,34.7086,258.1,2085.2,0.65,42513,,0.435,-44.32702,-173.7483
37111,4721,534.7,7.773,-999,-999,-999,-999,-999,-999,34.4675,239.2,-999,-999,42512,,(null),-44.328417,-173.74595
37110,4716,1035.7,5.559,34.364,210.7,23.02,28.35,0,1.91,34.3647,206,-999,-999,42512,,(null),-44.328417,-173.74595
37109,4707,2065.9,2.335,34.652,172.5,91.02,33.69,0,2.32,34.6524,168,-999,-999,42512,,(null),-44.328417,-173.74595
37108,4701,3128.2,1.46,34.729,201.5,103.27,31.65,0,2.16,34.7287,198.2,2258.4,-999,42512,,(null),-44.328417,-173.74595
34410,4829,3.9,13.415,34.869,259.7,0.54,2.13,0.26,0.33,34.8698,253.9,2083.5,0.83,42513,,0.276,-44.1559,-173.9375
37119,4827,38.2,13.425,34.871,259.8,0.56,2.17,0.26,0.33,34.8679,253.9,2079.5,-999,42512,,(null),-44.1559,-173.9375
37118,4825,88.8,13.288,34.849,259.8,0.54,2.4,0.27,0.35,34.8469,253.7,2083.6,0.32,42512,,(null),-44.1559,-173.9375
34541,4824,115.4,12.563,34.9,246,1.41,6.78,0.09,0.58,34.9362,238.3,2104.6,0.15,42513,,0.276,-44.1559,-173.9375
37117,4818,383,9.618,34.67,239.6,3.78,14.94,0.01,1.05,34.6684,233.5,2134.4,-999,42512,,(null),-44.1559,-173.9375
37116,4810,1063.4,5.509,34.377,207.2,24.84,28.51,0,1.93,34.3781,203,2184,-999,42512,,(null),-44.1559,-173.9375
37115,4806,1467.9,3.715,34.491,176.2,64.1,32.95,0,2.27,34.4932,171.8,2243.2,-999,42512,,(null),-44.1559,-173.9375
37114,4801,1904.5,2.316,34.655,172.8,91.21,33.61,0,2.31,34.6557,168.4,2271.7,-999,42512,,(null),-44.1559,-173.9375
34411,4936,5.4,14.362,35.055,252.2,0.7,1.45,0.22,0.27,35.0567,246.7,2078,0.85,42513,,0.195,-42.93268,-174.7838
37125,4934,50,14.187,35.038,252.8,0.74,1.81,0.22,0.3,35.0412,247.2,2080.9,0.47,42513,,(null),-42.932233,-174.784083
37124,4933,74.6,14.042,35.029,248.3,0.95,3.15,0.18,0.38,35.0302,241.4,-999,0.42,42513,,(null),-42.932233,-174.784083
34542,4932,99.6,12.629,35.035,231.5,2.17,8.47,0.02,0.67,35.042,225.7,2113.3,0.07,42513,,(null),-42.93268,-174.7838
37123,4917,500.8,8.51,34.561,229.1,7.08,19.56,0.01,1.35,34.5597,224.1,2145.9,-999,42513,,(null),-42.932233,-174.784083
37122,4911,650,7.567,34.476,223.6,9.75,22.53,0,1.53,34.4781,219.2,-999,-999,42513,,(null),-42.932233,-174.784083
37121,4907,750.9,6.964,34.434,220.9,12.59,24.21,0,1.64,34.4362,216.6,-999,-999,42513,,(null),-42.932233,-174.784083
37120,4901,1051.1,5.276,34.413,198.3,29.49,28.93,0.01,1.97,34.4092,196,2190,-999,42513,,(null),-42.932233,-174.784083
34412,5036,5.8,14.283,35.042,253.8,0.78,1.57,0.21,0.28,35.045,248.2,2079.1,0.95,42513,,0.161,-42.75132,-174.6465
37131,5034,50.7,14.208,35.034,254.1,0.77,1.69,0.22,0.29,35.0353,248.8,2079.2,0.9,42513,,(null),-42.75055,-174.647533
37130,5033,74.1,14.12,35.024,253.2,0.77,1.85,0.25,0.31,35.0256,247.8,2080.7,0.75,42513,,(null),-42.75055,-174.647533
34543,5031,101.4,13.661,35.015,239.9,1.53,6.21,0.05,0.54,35.0049,232.5,2101.8,0.14,42513,,0.361,-42.75132,-174.6465
37129,5013,499.6,8.68,34.578,226.5,6.89,19.45,0.01,1.34,34.5775,221.5,2144.9,-999,42513,,(null),-42.75055,-174.647533
37128,5009,798.1,6.805,34.43,218.1,14.31,24.81,0,1.68,34.4315,213.7,2160.5,-999,42513,,(null),-42.75055,-174.647533
37127,5006,1103.2,5.036,34.416,195.4,-999,-999,-999,-999,-999,-999,-999,-999,42513,,(null),-42.75055,-174.647533
37126,5001,1585,3.003,34.563,165,84.69,34.15,0.01,2.37,34.5592,161.1,2267.1,-999,42513,,(null),-42.75055,-174.647533
34413,5136,5.9,15.627,35.188,241.7,0.59,0.67,0.24,0.18,35.1887,239.8,2070.5,0.73,42518,0.484790981,0.023,-42.39617,-174.40893
37137,5135,21,15.615,35.188,241.9,0.54,0.67,0.24,0.18,35.1898,239.8,-999,0.9,42518,0.484790981,(null),-42.39617,-174.40893
37136,5133,66,15.093,35.106,245.3,0.43,0.66,0.22,0.19,35.1078,243.3,-999,1,42518,0.484790981,(null),-42.39617,-174.40893
34561,5132,90.7,15.133,35.116,244.4,0.49,0.98,0.23,0.21,35.1117,242,2075.6,0.68,42518,0.484790981,(null),-42.39617,-174.40893
37135,5121,486.1,8.871,34.599,227.7,6.04,18.32,0,1.27,34.5991,225.4,2141.8,-999,42518,0.484790981,(null),-42.39617,-174.40893
37134,5116,965.4,5.743,34.406,203.1,25.35,28.09,0,1.91,34.4065,200,2181.7,-999,42518,0.484790981,(null),-42.39617,-174.40893
37133,5106,1964.5,2.435,34.619,157.1,104.86,35.09,0,2.45,34.6207,153.6,-999,-999,42518,0.484790981,(null),-42.39617,-174.40893
37132,5101,2686.4,1.816,34.713,183.2,101.08,32.59,0,2.25,34.7135,181,2267.3,-999,42518,0.484790981,(null),-42.39617,-174.40893
34414,5236,6.7,15.277,35.087,244.8,0.3,0.58,0.23,0.2,35.0879,243.5,2071,-999,42519,0.531029284,0.015,-42.169,-174.25463
37143,5235,24.9,15.259,35.087,244.9,0.32,0.6,0.23,0.2,35.0877,242.8,-999,-999,42519,0.531029284,(null),-42.169,-174.25463
37142,5234,50.6,15.252,35.086,244.9,0.31,0.62,0.23,0.21,35.0862,242.7,-999,-999,42519,0.531029284,(null),-42.169,-174.25463
34562,5232,100.6,13.648,35.025,224.6,1.25,6.27,0.02,0.56,35.0268,222.4,-999,-999,42519,0.531029284,0.019,-42.169,-174.25463
37141,5221,501,8.7,34.58,227.2,6.37,18.89,0,1.32,34.5813,224.9,2143.4,-999,42519,0.531029284,(null),-42.169,-174.25463
37140,5216,1001,5.799,34.405,203.6,24.12,27.93,0,1.91,34.4057,201.4,-999,-999,42519,0.531029284,(null),-42.169,-174.25463
37139,5207,1998.7,2.328,34.629,156.7,107.29,35.22,0,2.46,34.6293,153.4,-999,-999,42519,0.531029284,(null),-42.169,-174.25463
37138,5201,2889.2,1.64,34.727,192.8,100.4,31.92,0,2.2,34.7275,190.9,2261.8,-999,42519,0.531029284,(null),-42.169,-174.25463
34415,5336,7.2,15.565,35.153,242.8,0.73,0.62,0.23,0.2,35.1533,-999,2071.2,-999,42519,0.465812653,0.014,-41.72763,-173.95137
37148,5335,35.2,15.578,35.154,243.2,0.73,0.61,0.24,0.2,35.1556,241.4,2071.6,-999,42519,0.465812653,(null),-41.72763,-173.95137
37147,5334,59.4,15.591,35.157,242.6,0.74,0.64,0.23,0.2,35.1617,241.1,2072.3,-999,42519,0.465812653,(null),-41.72763,-173.95137
34563,5333,85.2,15.617,35.195,239.3,0.86,1.1,0.23,0.23,35.1941,237.3,-999,-999,42519,0.465812653,0.019,-41.72763,-173.95137
37146,5321,535.9,8.678,34.582,220.5,6.9,19.55,0,1.36,34.5811,219.1,-999,-999,42519,0.465812653,(null),-41.72763,-173.95137
37145,5307,2065.7,2.351,34.628,156.4,107.11,35.12,0,2.46,34.6282,153.1,2294.3,-999,42519,0.465812653,(null),-41.72763,-173.95137
37144,5301,3149,1.574,34.728,195.3,101.98,31.81,0.01,2.19,34.7275,193.5,2260.4,-999,42519,0.465812653,(null),-41.72763,-173.95137
34416,5436,6.3,15.403,35.11,244.4,0.18,0.12,0.09,0.18,35.1186,243.2,2071,-999,42519,0.240284219,0.036,-41.27282,-173.65205
37154,5434,39.9,15.409,35.112,244.3,0.22,0.14,0.09,0.18,35.1123,243,-999,-999,42519,0.240284219,(null),-41.27282,-173.65205
37153,5433,62,15.413,35.112,243.7,0.21,0.13,0.1,0.18,35.113,243,2072.3,-999,42519,0.240284219,(null),-41.27282,-173.65205
34564,5432,89.1,15.374,35.16,241.7,0.37,0.45,0.29,0.21,35.1578,241.3,-999,-999,42519,0.240284219,(null),-41.27282,-173.65205
37152,5423,565.5,8.155,34.514,225.8,6.5,20.61,0,1.42,34.5127,224.1,2147.8,-999,42519,0.240284219,(null),-41.27282,-173.65205
37151,5417,1063.5,5.614,34.402,200.7,26.42,28.51,0,1.95,34.4026,199.1,-999,-999,42519,0.240284219,(null),-41.27282,-173.65205
37150,5409,1935.3,2.513,34.612,157.3,101.39,34.96,0,2.45,34.6114,154.7,2288.7,-999,42519,0.240284219,(null),-41.27282,-173.65205
37149,5401,3343.9,1.353,34.725,200.5,107.12,31.86,0,2.2,34.7247,200,-999,-999,42519,0.240284219,(null),-41.27282,-173.65205
34417,5536,6.3,15.372,35.082,243.8,0.2,0.16,0.11,0.17,35.0822,243,2069.1,-999,42519,,0.024,-40.83538,-173.32958
